Date,Supplier Name,Business Name,TIN,Address,Invoice Number,Items,Category,Total Amount,VAT Exempt Amount,VATable Sale,VAT Amount,VAT Registered,Branch,Payment Method,Paid By,Notes,Created At,Updated At
2025-03-01,Robinsons Supermarket Corporation,Robinsons Supermarket Corporation,000-405-340-00351,LG/F IL Terrazzo Tomas Morato cor Sct Madrinan South Triangle 1103 Quezon City,,Oatside (1x ₱820.52),General,820.52,,732.61,87.91,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.411Z,
2025-03-01,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱812),General,812,,725,87,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.412Z,
2025-03-02,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.413Z,
2025-03-01,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.413Z,
2025-03-02,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1256),General,1256,,1,134.57,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.414Z,
2025-03-02,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱455.5); Table napkin (1x ₱455.5),General,911,,813.39,97.61,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.414Z,
2025-03-03,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.414Z,
2025-03-05,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1214.5),General,1214.5,,1,130.13,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.415Z,
2025-03-04,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.415Z,
2025-03-06,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,SM Distilled Water (1x ₱160),General,160,,142.86,17.14,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.416Z,
2025-03-06,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.416Z,
2025-03-05,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.416Z,
2025-03-06,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.417Z,
2025-03-07,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1267.25),General,1267.25,,1,135.78,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.417Z,
2025-03-08,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱812),General,812,,725,87,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.417Z,
2025-03-09,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,CT 116(B) Mega B Bldg Vargas Cor EDSA SM Megamall Wack-Wack Greenhills Mandaluyong City,,Banana Pudding (1x ₱1230),General,1230,,1,131.79,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.418Z,
2025-03-08,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-00000,Ortigas Center Mandaluyong 1550,,Golden Ticket (1x ₱1750),General,1750,,1,187.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.418Z,
2025-03-09,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.418Z,
2025-03-08,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.418Z,
2025-03-10,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱251.875); Table napkin (1x ₱251.875),General,503.75,,449.78,53.97,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.419Z,
2025-03-10,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.419Z,
2025-03-10,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱846),General,846,,755.36,90.64,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.419Z,
2025-03-11,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.420Z,
2025-03-11,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱814),General,814,,726.79,87.21,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.420Z,
2025-03-12,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱406),General,406,,362.5,43.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.420Z,
2025-03-13,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.421Z,
2025-03-12,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.421Z,
2025-03-13,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱355.5),General,355.5,,317.41,38.09,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.421Z,
2025-03-14,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱595),General,595,,531.25,63.75,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.422Z,
2025-03-14,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.422Z,
2025-03-13,Abacus Book and Card Corp.,Abacus Book and Card Corp.,000-299-299-00281,SM City North EDSA North Ave. Cor EDSA Santo Cristo Quezon City,,Staple Wire (1x ₱104),General,104,,92.86,11.14,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.422Z,
2025-03-15,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.423Z,
2025-03-15,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱812),General,812,,725,87,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.423Z,
2025-03-16,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1555.25),General,1555.25,,1,166.63,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.424Z,
2025-03-15,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.424Z,
2025-03-16,Robinsons Supermarket Corporation,Robinsons Supermarket Corporation,000-405-340-01500,17 Jupiter St Cor Congressional Bahay Toro 1 Quezon City,,Ceres Fruit Juice and Vita Coconut (1x ₱467),General,467,,416.96,50.04,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.425Z,
2025-03-17,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.425Z,
2025-03-16,Abacus Book and Card Corp.,Abacus Book and Card Corp.,000-299-299-00281,SM City North EDSA North Ave. Cor EDSA Santo Cristo Quezon City,,Various office supplies (1x ₱139),General,139,,124.11,14.89,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.425Z,
2025-03-17,Frances May Pauline S. Tutor - Prop. - FMPT PACKAGING SUPPLIES TRADING,Frances May Pauline S. Tutor - Prop. - FMPT PACKAGING SUPPLIES TRADING,711-904-153-00000,"B6 L42 Palmera Homes Nova East Brgy. 177 Camarin 14000 Caloocan City NCR, 3rd District Philippines",,Various Consumable Goods (1x ₱1492),General,1492,,1,159.86,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.426Z,
2025-03-25,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Golden Ticket (1x ₱1750),General,1750,,1,187.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.426Z,
2025-03-18,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.426Z,
2025-03-19,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱406),General,406,,362.5,43.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.427Z,
2025-03-20,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.427Z,
2025-03-19,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.427Z,
2025-03-21,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1218),General,1218,,1,130.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.428Z,
2025-03-22,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.428Z,
2025-03-21,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.428Z,
2025-03-22,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱1218),General,1218,,1,130.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.428Z,
2025-03-23,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.429Z,
2025-03-22,ABACUS BOOK AND CARD CORP.,ABACUS BOOK AND CARD CORP.,000-299-299-00281,SM City North EDSA North Ave. Cor EDSA Santo Cristo Quezon City,,Various Office Supplies (1x ₱366),General,366,,326.79,39.21,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.429Z,
2025-03-25,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1628),General,1628,,1,174.43,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.430Z,
2025-03-25,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.430Z,
2025-03-25,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Refine White Sugar (1x ₱160),General,160,,142.86,17.14,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.431Z,
2025-03-24,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.430Z,
2025-03-26,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.431Z,
2025-03-25,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Australias Own Full Cream (1x ₱612),General,612,,546.43,65.57,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.431Z,
2025-03-27,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.431Z,
2025-03-28,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.432Z,
2025-03-28,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱841.5),General,841.5,,751.34,90.16,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.432Z,
2025-03-28,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Various Consumable Goods (1x ₱4490),General,4490,,4,481.07,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.432Z,
2025-03-27,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1098),General,1098,,980.36,117.64,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.432Z,
2025-03-29,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1918),General,1918,,1,205.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.433Z,
2025-03-29,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.433Z,
2025-03-30,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Golden Ticket 1kg (1x ₱1750),General,1750,,1,187.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.433Z,
2025-03-02,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱202.5),General,202.5,,180.8,21.7,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.434Z,
2025-03-31,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1287),General,1287,,1,137.89,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.434Z,
2025-03-31,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.434Z,
2025-03-30,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.434Z,
2025-03-05,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.435Z,
2025-03-04,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱202.5),General,202.5,,180.8,21.7,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.435Z,
2025-03-04,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1529.5),General,1529.5,,1,163.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.435Z,
2025-03-05,Renielle B. Rebadomia - Prop,Renielle B. Rebadomia - Prop,325-157-916-00000,12 Rhapsody corner aria St. Sta. Cecilia Village,,IPT Single (White) Brown (1x ₱224),General,224,,200,24,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.436Z,
2025-03-05,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Golden Ticket 1kg (1x ₱1750),General,1750,,1,187.5,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.436Z,
2025-03-06,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1567.5),General,1567.5,,1,167.95,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.436Z,
2025-03-05,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Goods (1x ₱792),General,792,,707.14,84.86,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.436Z,
2025-03-06,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1567.5),General,1567.5,,1,167.95,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.437Z,
2025-03-07,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.437Z,
2025-03-07,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Cling Wrap (1x ₱131.75),General,131.75,,117.63,14.12,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.437Z,
2025-03-08,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.438Z,
2025-03-10,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Arla Whipping 1L (1x ₱982),General,982,,876.79,105.21,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.438Z,
2025-03-09,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.438Z,
2025-03-10,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Meals (1x ₱2844),General,2844,,2,304.71,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.439Z,
2025-03-10,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱202.5),General,202.5,,180.8,21.7,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.439Z,
2025-03-11,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.440Z,
2025-03-11,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1440),General,1440,,1,154.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.440Z,
2025-03-10,Alyssa Ann Kamille A. Co-Prop,Alyssa Ann Kamille A. Co-Prop,427-330-896-00000,"170B Wilson St., Brgy. Maytunas, 1500 San Juan City NCR, 2nd District, Philippines",,Wooden Chopsticks (1x ₱135),General,135,,120.54,14.46,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.441Z,
2025-03-12,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.441Z,
2025-03-12,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Arla Whipping 1L (1x ₱982),General,982,,876.79,105.21,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.441Z,
2025-03-18,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1502.5),General,1502.5,,1,160.98,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
2025-03-15,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱202.5),General,202.5,,180.8,21.7,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
2025-03-17,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
