Date,Supplier Name,Business Name,TIN,Address,Invoice Number,Items,Category,Total Amount,VAT Exempt Amount,VATable Sale,VAT Amount,VAT Registered,Branch,Payment Method,Paid By,Notes,Created At,Updated At
2025-05-12,The Landmark Corporation,The Landmark Corporation,000-148-285-00001,"Three Parkade Building 30th St. Cor. Lane A Fort Bonfiacio BGC, Taguig",,Various Consumable Goods (1x ₱3965),General,3965,,3,362.96,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.577Z,
2025-05-12,The Landmark Corporation,The Landmark Corporation,000-148-285-00001,"Three Parkade Building 30th St. Cor. Lane A Fort Bonfiacio BGC, Taguig",,Various Consumable Goods (1x ₱2354.25),General,2354.25,,2,252.24,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.577Z,
2025-05-14,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱54.5),General,54.5,,48.66,5.84,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.578Z,
2025-05-14,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱72.75),General,72.75,,64.96,7.79,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.578Z,
2025-05-13,First Asia Realty Development Corp,First Asia Realty Development Corp,000-159-510-00000,"Basement Building A, SM Megamall, Dona Julia Vargas Avenue, Wack Wack Greenhills east City of Mandaluyong",,Rental (1x ₱20200),General,20200,,18,2,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.578Z,
2025-05-15,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,Various Consumable Goods (1x ₱180),General,180,,160.71,19.29,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.579Z,
2025-05-15,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Supermarket (1x ₱1287),General,1339.75,,1,143.54,Yes,Imported,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.579Z,2025-06-27T16:51:25.464Z
2025-05-15,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-350,The Marketplace Uptown Place Mall Unit B101A Uptown Place Mall 38th St Taguig City,,Various Consumable Goods (1x ₱349.5),General,349.5,,312.05,37.45,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.580Z,
2025-05-16,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱573),General,573,,511.6,61.4,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.580Z,
2025-05-16,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Cookies (1x ₱500),General,498,,444.64,53.36,Yes,Imported,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.580Z,2025-06-27T16:51:25.464Z
2025-05-18,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱533),General,533,,475.89,57.11,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.581Z,
2025-05-19,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Strawberry can (1x ₱231.5),General,231.5,,206.7,24.8,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.581Z,
2025-05-19,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱345.5),General,345.5,,308.48,37.02,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.581Z,
2025-05-18,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱658.5),General,658.5,,587.94,70.56,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.581Z,
2025-05-19,Reenvio food and beverages,Reenvio food and beverages,245-968-813-00000,"16 Gladiola St., Araneta University Village, potrero District II 1475, Malabon City NCR, Third District",,Strawberry fruit mix (1x ₱1144),General,1144,,1,122.57,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.582Z,
2025-05-21,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Various Consumable Goods (1x ₱2840),General,2840,,2,340.8,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.582Z,
2025-05-21,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Strawberry can (1x ₱1148.5),General,1148.5,,1,123.05,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.582Z,
2025-05-20,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Whipping Cream (1x ₱500.5); Condensed Milk (1x ₱500.5),General,1001,,893.75,107.25,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.582Z,
2025-05-22,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Vita coco Coconut 1L (1x ₱119.5),General,119.5,,106.7,12.8,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.583Z,
2025-05-22,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Strawberry can (1x ₱99.5),General,99.5,,88.84,10.66,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.583Z,
2025-05-23,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱876),General,876,,782.14,93.86,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.583Z,
2025-05-22,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱825.5),General,825.5,,737.05,88.45,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.583Z,
2025-05-24,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Water 6.6L (1x ₱54.5),General,54.5,,48.66,5.84,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.584Z,
2025-05-23,Alain S. Grageda,Alain S. Grageda,273-916-795-00000,"151 Dao St., Marikina Heights Concepcion 1810, City of Marikina NCR, Second District Philippines",,Meals (1x ₱4885.27),General,4885.27,,3,385.86,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.584Z,
2025-05-25,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1105.5),General,1105.5,,987.05,118.45,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.584Z,
2025-05-24,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1305.75),General,1305.75,,1,139.9,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.584Z,
2025-05-25,The Corner Market,,,,,Rental (1x ₱92819.74),General,92819.74,,,,No,SM North,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.585Z,2025-10-18T07:52:49.761Z
2025-05-25,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1011.25),General,1011.25,,902.9,108.35,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.585Z,
2025-05-25,"LawinLima, Inc.","LawinLima, Inc.",009-857-507-006,"KC 422 Cyberzone, SM Megamall, Julia Vargas Avenue, Mandaluyong City",,Adaptor Banin Cable (1x ₱699),General,699,,624.11,74.89,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.585Z,
2025-05-25,The Corner Market,"Common Ground Food Specialists, Inc.",009-481-918-00000,2486 Taft Avenue Barangay 93 Pasay City,,,Leasing,,,,,No,SM North,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.585Z,2025-10-17T17:46:11.936Z
2025-05-29,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-350,The Marketplace Uptown Place Mall Unit B101A Uptown Place Mall 38th St Taguig City,,Various Consumable Goods (1x ₱1245.25),General,1245.25,,1,133.42,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.586Z,
2025-05-29,Powerfoods Marketing International Inc.,Powerfoods Marketing International Inc.,007-494-702-00000,"G/F JAAA Building 69 Apo St. Barangka Ilaya 1550 City of Mandaluyong NCR, Second District",,Various Consumable Goods (1x ₱1980),General,1980,,1,212.14,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.586Z,
2025-05-29,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,DLA Mango (1x ₱294.5); Strawberry (1x ₱294.5),General,589,,525.89,63.11,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.586Z,
2025-05-26,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,DLA Mango (1x ₱267.5); Strawberry (1x ₱267.5),General,535,,477.68,57.32,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.586Z,
2025-05-29,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-109,"8 Forbes Town Center, Bonifacio Global City, Fort Bonifacio, Taguig City, NCR, Fourth District",,Various Consumable Goods (1x ₱563),General,563,,502.68,60.32,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.587Z,
2025-05-31,Tiger Resort Leisure & Entertainment Inc.,Tiger Resort Leisure & Entertainment Inc.,007-054-856-00000,"Okada Manila, New Seaside Drive, Entertainment City, Tambo, City of Parañaque NCR, Fourth DIstrict, Philippines 1700",,Meals (1x ₱3170.63),General,3170.63,,2,339.71,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.587Z,
2025-05-29,Alyssa Ann Kamille A. Co-Prop,Alyssa Ann Kamille A. Co-Prop,427-330-896-00000,"170B Wilson St., Brgy. Maytunas, 1500 San Juan City",,Supermarket (1x ₱916),General,945,,843.75,101.25,Yes,Imported,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.587Z,2025-06-27T16:51:25.465Z
2025-03-01,Robinson's Supermarket Corp.,Robinson's Supermarket Corp.,000-405-340-00351,"LG/F IL Terrazzo Tomas Morato Cor. Sct. Madrinan South Triangle 1103, Quezon City, NCR, 2nd District Philippines",,Oatside (1x ₱820.5),General,820.5,,732.59,87.91,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.587Z,
2025-03-02,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Whipping Cream (1x ₱911),General,911,,813.39,97.61,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.588Z,
2025-03-02,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.588Z,
2025-03-01,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.588Z,
2025-03-01,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Whipping Cream (1x ₱812),General,812,,725,87,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.588Z,
2025-03-04,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.589Z,
2025-03-02,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱252),General,252,,225,27,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.589Z,
2025-03-03,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1256),General,1256,,1,134.57,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.589Z,
2025-03-03,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.589Z,
2025-03-04,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1529.5),General,1529.5,,1,163.88,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.590Z,
2025-03-04,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.590Z,
2025-03-05,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1214.5),General,1214.5,,1,130.13,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.590Z,
2025-03-05,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.590Z,
2025-03-05,Renielle B. Rebadomia - Prop. - BOXPACKERS CONSUMER GOODS TRADING,Renielle B. Rebadomia - Prop. - BOXPACKERS CONSUMER GOODS TRADING,325-157-926-00000,"12 Rhapsody Cor. Aria St., Sta. Cecilia Village Talon Dos 1747, City of Las Pinas NCR, 4th District",,Various Consumable Goods (1x ₱224),General,224,,200,24,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.591Z,
2025-03-05,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.591Z,
2025-03-05,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Goods (1x ₱792),General,792,,707.14,84.86,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.591Z,
2025-03-05,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,Ortigas Center Mandaluyong 1550,,Golden Ticket 1kg (1x ₱1750),General,1750,,1,187.5,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.591Z,
2025-03-06,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,SM Bonus Distilled Water (1x ₱160),General,160,,142.86,17.14,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.592Z,
2025-03-06,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1567.5),General,1567.5,,1,167.95,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.592Z,
2025-03-06,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.592Z,
2025-03-06,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.592Z,
2025-03-07,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1267.25),General,1267.25,,1,135.78,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.593Z,
2025-03-07,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.593Z,
2025-03-07,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Cling Wrap (1x ₱131.75),General,131.75,,117.63,14.12,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.594Z,
2025-03-08,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.594Z,
2025-03-08,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,Ortigas Center Mandaluyong 1550,,Golden Ticket 1kg (1x ₱1750),General,1750,,1,187.5,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.595Z,
2025-03-08,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱812),General,812,,725,87,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.594Z,
2025-03-07,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Goods (1x ₱1025),General,1025,,915.18,109.82,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.594Z,
2025-03-08,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.595Z,
2025-03-08,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Alaska Condensada (1x ₱189),General,189,,168.75,20.25,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.595Z,
2025-03-08,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"CT 116(B) Mega B Bldg. Vargas Cor EDSA SM Megamall Wack-Wack Greenhills 1550, City of Mandaluyong NCR, 2nd District Philippines",,Banana Pudding (1x ₱2460),General,2460,,2,263.57,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.595Z,
2025-03-09,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"CT 116(B) Mega B Bldg. Vargas Cor EDSA SM Megamall Wack-Wack Greenhills 1550, City of Mandaluyong NCR, 2nd District Philippines",,Banana Pudding (1x ₱1230),General,1230,,1,131.79,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.596Z,
2025-03-10,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Whipping Cream (1x ₱982),General,982,,876.79,105.21,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.596Z,
2025-03-09,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.596Z,
2025-03-09,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.596Z,
2025-03-10,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱202.5),General,202.5,,180.8,21.7,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.597Z,
2025-03-10,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Meals (1x ₱2844),General,2844,,2,304.71,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.597Z,
2025-03-11,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Set Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.597Z,
2025-03-10,Alyssa Ann Kamille A. Co-Prop,Alyssa Ann Kamille A. Co-Prop,427-330-896-00000,"170B Wilson St., Brgy. Maytunas, 1500 San Juan City NCR, 2nd District, Philippines",,Wooden Chopsticks (1x ₱135),General,135,,120.54,14.46,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.597Z,
2025-03-11,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1440),General,1440,,1,154.29,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.598Z,
2025-03-31,National Book Store,,000-299-299-00273,"Podium Mall, ADB Ave., Mandaluyong",4.01E+20,Cash Voucher (1x ₱106.5); Tape (1x ₱106.5),General,213,,,,No,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.415Z,
2025-03-31,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",5800631,Ice - 5 Packs (1x ₱112.5),General,112.5,,,,Yes,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.416Z,
2025-03-31,Lalamove,,,,,Delivery - Various Supplies (1x ₱170),General,170,,,,No,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.417Z,
2025-03-31,Lalamove,,,,,Delivery - Various Supplies (1x ₱210),General,210,,,,No,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.417Z,
2025-03-31,M.D.R Consumer Goods Trading,,,,,Milk (1x ₱845); Bunge (1x ₱845); Everwhip (1x ₱845); Strawberry (1x ₱845),General,3380,,,,No,Podium,GCash,Gab,Imported from CSV,2025-06-27T16:51:25.418Z,
2025-03-31,All About Baking,,008-196-741-00001,"41-C Congressional Ave. Project 8 Bahay Toro, QC",59881,Lady Fingers (1x ₱568),General,568,,,,No,Podium,GCash,Bea,Imported from CSV,2025-06-27T16:51:25.418Z,
2025-04-01,"Phil. Jacobe Ventures, Inc.",,276-946-023-00004,"Unit 0026 B1 Mitsukoshi, 8th Ave. cor. 36th St. Grand Central Park, Fort Bonifacio North BGC",493,Banana Pudding (1x ₱1445.98),General,1445.98,,,,No,Podium,GCash,Bea,Imported from CSV,2025-06-27T16:51:25.418Z,
2025-04-01,Lalamove,,,,,Delivery - Cookies (1x ₱122),General,122,,,,No,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.419Z,
2025-04-01,Lalamove,,,,,Delivery - Kamote (1x ₱200),General,200,,,,No,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.419Z,
2025-04-01,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,Ice - 6 Packs (1x ₱135),General,135,,,,Yes,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.419Z,
2025-04-03,M.D.R Consumer Goods Trading,,,,,Laciate Milk (1x ₱1800),General,1800,,,,No,Podium,GCash,Gab,Imported from CSV,2025-06-27T16:51:25.420Z,
2025-04-01,GrabExpress,,,,,Delivery - Oat Milk (1x ₱100),General,100,,,,No,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.420Z,
2025-04-03,Gerrycom Baking - Pasig,,,,,Warabi Ingredients (1x ₱425.3),General,425.3,,,,No,Podium,GCash,Toph,Imported from CSV,2025-06-27T16:51:25.420Z,
2025-04-02,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,Ice (1x ₱300),General,300,,,,Yes,Podium,Cash,Store,Imported from CSV,2025-06-27T16:51:25.420Z,
