"Date","Time","Receipt Number","Amount","Regular Discount","Senior Citizen Discount","PWD Discount","Service","VATable Sales","VAT","VAT-Exempt Sales","Zero-Rated Sales","Amount Due"
"9 Jul 2025","729pm",13461,230,0,0,0,0,205.36,24.64,0,0,230
"9 Jul 2025","735pm",13462,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","740pm",13463,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","746pm",13464,180,0,0,0,0,160.71,19.29,0,0,180
"9 Jul 2025","751pm",13465,240,0,0,0,0,214.29,25.71,0,0,240
"9 Jul 2025","817pm",13466,420,0,0,0,0,375,45,0,0,420
"9 Jul 2025","818pm",13467,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","823pm",13468,230,0,0,0,0,205.36,24.64,0,0,230
"9 Jul 2025","825pm",13469,400,0,0,0,0,357.14,42.86,0,0,400
"9 Jul 2025","826pm",13470,0,0,0,0,0,0,0,0,0,0
"9 Jul 2025","902pm",13471,380,0,67.86,0,0,0,0,271.43,0,271.43
"10 Jul 2025","1019am",13472,180,0,0,0,0,160.71,19.29,0,0,180
"10 Jul 2025","1024am",13473,220,0,0,0,0,196.43,23.57,0,0,220
"10 Jul 2025","1032am",13474,270,0,0,0,0,241.07,28.93,0,0,270
"10 Jul 2025","1057am",13475,290,0,0,42.86,0,44.64,5.36,171.43,0,221.43
"10 Jul 2025","1109am",13476,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","1123am",13477,690,0,0,0,0,616.07,73.93,0,0,690
"10 Jul 2025","1218pm",13478,270,0,0,0,0,241.07,28.93,0,0,270
"10 Jul 2025","1227pm",13479,270,0,0,0,0,241.07,28.93,0,0,270
"10 Jul 2025","1232pm",13480,760,0,0,0,0,678.57,81.43,0,0,760
"10 Jul 2025","1244pm",13481,220,0,0,0,0,196.43,23.57,0,0,220
"10 Jul 2025","1249pm",13482,250,0,0,0,0,223.21,26.79,0,0,250
"10 Jul 2025","1252pm",13483,440,0,0,0,0,392.86,47.14,0,0,440
"10 Jul 2025","1254pm",13484,240,0,0,0,0,214.29,25.71,0,0,240
"10 Jul 2025","1259pm",13485,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","112pm",13486,250,0,0,0,0,223.21,26.79,0,0,250
"10 Jul 2025","114pm",13487,220,0,0,0,0,196.43,23.57,0,0,220
"10 Jul 2025","121pm",13488,290,0,0,0,0,258.93,31.07,0,0,290
"10 Jul 2025","124pm",13489,290,0,42.86,0,0,44.64,5.36,171.43,0,221.43
"10 Jul 2025","126pm",13490,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","129pm",13491,240,0,0,42.86,0,0,0,171.43,0,171.43
"10 Jul 2025","131pm",13492,240,0,0,0,0,214.29,25.71,0,0,240
"10 Jul 2025","133pm",13493,340,0,0,0,0,303.57,36.43,0,0,340
"10 Jul 2025","137pm",13494,250,0,0,35.71,0,44.64,5.36,142.86,0,192.86
"10 Jul 2025","139pm",13495,250,0,0,35.71,0,44.64,5.36,142.86,0,192.86
"10 Jul 2025","140pm",13496,720,0,0,0,0,642.86,77.14,0,0,720
"10 Jul 2025","142pm",13497,270,0,0,0,0,241.07,28.93,0,0,270
"10 Jul 2025","146pm",13498,240,0,0,0,0,214.29,25.71,0,0,240
"10 Jul 2025","147pm",13499,320,0,0,0,0,285.71,34.29,0,0,320
"10 Jul 2025","231pm",13500,220,0,0,0,0,196.43,23.57,0,0,220
"10 Jul 2025","236pm",13501,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","239pm",13502,160,0,0,0,0,142.86,17.14,0,0,160
"10 Jul 2025","246pm",13503,230,0,0,0,0,205.36,24.64,0,0,230
"10 Jul 2025","247pm",13504,50,0,0,0,0,44.64,5.36,0,0,50
"10 Jul 2025","249pm",13505,580,0,0,0,0,517.86,62.14,0,0,580
"10 Jul 2025","306pm",13506,510,0,48.21,0,0,214.29,25.71,192.86,0,432.86
"10 Jul 2025","400pm",13507,230,0,0,0,0,205.36,24.64,0,0,230
"10 Jul 2025","426pm",13508,230,0,0,0,0,205.36,24.64,0,0,230
"10 Jul 2025","434pm",13509,0,0,0,0,0,0,0,0,0,0
"10 Jul 2025","437pm",13510,480,0,0,0,0,428.57,51.43,0,0,480
"10 Jul 2025","442pm",13511,140,0,0,0,0,125,15,0,0,140
"10 Jul 2025","447pm",13512,410,0,0,0,0,366.07,43.93,0,0,410
"10 Jul 2025","451pm",13513,400,0,0,0,0,357.14,42.86,0,0,400
"10 Jul 2025","455pm",13514,120,0,0,0,0,107.14,12.86,0,0,120
"10 Jul 2025","458pm",13515,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","529pm",13516,230,0,0,0,0,205.36,24.64,0,0,230
"10 Jul 2025","530pm",13517,570,0,0,0,0,508.93,61.07,0,0,570
"10 Jul 2025","537pm",13518,250,0,0,0,0,223.21,26.79,0,0,250
"10 Jul 2025","557pm",13519,1010,0,0,0,0,901.79,108.21,0,0,1010
"10 Jul 2025","605pm",13520,180,0,0,0,0,160.71,19.29,0,0,180
"10 Jul 2025","619pm",13521,180,0,0,0,0,160.71,19.29,0,0,180
"10 Jul 2025","625pm",13522,270,0,0,0,0,241.07,28.93,0,0,270
"10 Jul 2025","704pm",13523,220,0,0,0,0,196.43,23.57,0,0,220
"10 Jul 2025","723pm",13524,490,0,0,0,0,437.5,52.5,0,0,490
"10 Jul 2025","754pm",13525,430,0,0,0,0,383.93,46.07,0,0,430
"10 Jul 2025","829pm",13526,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","831pm",13527,200,0,0,0,0,178.57,21.43,0,0,200
"10 Jul 2025","833pm",13528,230,0,0,0,0,205.36,24.64,0,0,230
"10 Jul 2025","845pm",13529,300,0,0,0,0,267.86,32.14,0,0,300
"10 Jul 2025","909pm",13530,250,0,0,0,0,223.21,26.79,0,0,250
"10 Jul 2025","911pm",13531,510,0,0,0,0,455.36,54.64,0,0,510
"10 Jul 2025","913pm",13532,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","954am",13533,330,0,0,0,0,294.64,35.36,0,0,330
"11 Jul 2025","1047am",13534,230,0,0,0,0,205.36,24.64,0,0,230
"11 Jul 2025","1054am",13535,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","1100am",13536,240,0,0,0,0,214.29,25.71,0,0,240
"11 Jul 2025","1112am",13537,540,0,0,0,0,482.14,57.86,0,0,540
"11 Jul 2025","1123am",13538,290,0,0,0,0,258.93,31.07,0,0,290
"11 Jul 2025","1149am",13539,240,0,0,42.86,0,0,0,171.43,0,171.43
"11 Jul 2025","1150am",13540,120,0,0,0,0,107.14,12.86,0,0,120
"11 Jul 2025","1202pm",13541,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","1205pm",13542,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","1214pm",13543,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","1216pm",13544,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","1231pm",13545,560,0,0,0,0,500,60,0,0,560
"11 Jul 2025","1232pm",13546,220,0,0,0,0,196.43,23.57,0,0,220
"11 Jul 2025","1233pm",13547,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","1234pm",13548,220,0,0,0,0,196.43,23.57,0,0,220
"11 Jul 2025","1244pm",13549,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","1250pm",13550,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","101pm",13551,0,0,0,0,0,0,0,0,0,0
"11 Jul 2025","106pm",13552,220,0,0,0,0,196.43,23.57,0,0,220
"11 Jul 2025","108pm",13553,460,0,0,82.15,0,0,0,328.57,0,328.57
"11 Jul 2025","109pm",13554,290,0,0,0,0,258.93,31.07,0,0,290
"11 Jul 2025","128pm",13555,200,0,0,35.71,0,0,0,142.86,0,142.86
"11 Jul 2025","130pm",13556,1300,0,0,0,0,1160.71,139.29,0,0,1300
"11 Jul 2025","132pm",13557,240,0,0,42.86,0,0,0,171.43,0,171.43
"11 Jul 2025","133pm",13558,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","137pm",13559,240,0,0,0,0,214.29,25.71,0,0,240
"11 Jul 2025","139pm",13560,430,0,0,0,0,383.93,46.07,0,0,430
"11 Jul 2025","201pm",13561,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","205pm",13562,290,0,0,0,0,258.93,31.07,0,0,290
"11 Jul 2025","210pm",13563,240,0,0,0,0,214.29,25.71,0,0,240
"11 Jul 2025","236pm",13564,520,0,0,0,0,464.29,55.71,0,0,520
"11 Jul 2025","241pm",13565,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","252pm",13566,270,0,0,39.29,0,44.64,5.36,157.14,0,207.14
"11 Jul 2025","259pm",13567,180,0,0,32.14,0,0,0,128.57,0,128.57
"11 Jul 2025","317pm",13568,400,0,0,0,0,357.14,42.86,0,0,400
"11 Jul 2025","342pm",13569,240,0,0,0,0,214.29,25.71,0,0,240
"11 Jul 2025","404pm",13570,240,0,0,0,0,214.29,25.71,0,0,240
"11 Jul 2025","416pm",13571,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","420pm",13572,240,0,0,42.86,0,0,0,171.43,0,171.43
"11 Jul 2025","433pm",13573,0,0,0,0,0,0,0,0,0,0
"11 Jul 2025","450pm",13574,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","504pm",13575,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","505pm",13576,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","515pm",13577,300,0,0,35.71,0,89.29,10.71,142.86,0,242.86
"11 Jul 2025","523pm",13578,120,0,0,0,0,107.14,12.86,0,0,120
"11 Jul 2025","533pm",13579,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","539pm",13580,520,0,0,0,0,464.29,55.71,0,0,520
"11 Jul 2025","549pm",13581,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","551pm",13582,220,0,0,0,0,196.43,23.57,0,0,220
"11 Jul 2025","558pm",13583,730,0,0,0,0,651.79,78.21,0,0,730
"11 Jul 2025","623pm",13584,410,0,0,0,0,366.07,43.93,0,0,410
"11 Jul 2025","649pm",13585,240,0,0,42.86,0,0,0,171.43,0,171.43
"11 Jul 2025","652pm",13586,2290,0,0,0,0,2044.64,245.36,0,0,2290
"11 Jul 2025","703pm",13587,480,0,0,0,0,428.57,51.43,0,0,480
"11 Jul 2025","708pm",13588,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","712pm",13589,500,0,0,0,0,446.43,53.57,0,0,500
"11 Jul 2025","733pm",13590,480,0,0,0,0,428.57,51.43,0,0,480
"11 Jul 2025","735pm",13591,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","736pm",13592,200,0,0,0,0,178.57,21.43,0,0,200
"11 Jul 2025","737pm",13593,320,0,0,0,0,285.71,34.29,0,0,320
"11 Jul 2025","742pm",13594,180,0,0,0,0,160.71,19.29,0,0,180
"11 Jul 2025","744pm",13595,280,0,0,0,0,250,30,0,0,280
"11 Jul 2025","746pm",13596,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","750pm",13597,240,0,0,0,0,214.29,25.71,0,0,240
"11 Jul 2025","751pm",13598,230,0,0,0,0,205.36,24.64,0,0,230
"11 Jul 2025","802pm",13599,770,0,0,0,0,687.5,82.5,0,0,770
"11 Jul 2025","806pm",13600,180,0,0,0,0,160.71,19.29,0,0,180
"11 Jul 2025","820pm",13601,370,0,0,0,0,330.36,39.64,0,0,370
"11 Jul 2025","829pm",13602,270,0,0,0,0,241.07,28.93,0,0,270
"11 Jul 2025","831pm",13603,250,0,0,0,0,223.21,26.79,0,0,250
"11 Jul 2025","906pm",13604,360,0,0,0,0,321.43,38.57,0,0,360
"11 Jul 2025","908pm",13605,320,0,0,0,0,285.71,34.29,0,0,320
"11 Jul 2025","933pm",13606,1180,0,0,0,0,1053.57,126.43,0,0,1180
"12 Jul 2025","1011am",13607,280,0,0,0,0,250,30,0,0,280
"12 Jul 2025","1145am",13608,530,0,0,0,0,473.21,56.79,0,0,530
"12 Jul 2025","1159am",13609,220,0,0,0,0,196.43,23.57,0,0,220
"12 Jul 2025","1210pm",13610,220,0,0,39.29,0,0,0,157.14,0,157.14
"12 Jul 2025","1222pm",13611,200,0,0,0,0,178.57,21.43,0,0,200
"12 Jul 2025","1224pm",13612,200,0,0,0,0,178.57,21.43,0,0,200
"12 Jul 2025","1232pm",13613,180,0,0,0,0,160.71,19.29,0,0,180
"12 Jul 2025","1236pm",13614,290,0,0,0,0,258.93,31.07,0,0,290
"12 Jul 2025","1246pm",13615,800,0,0,0,0,714.29,85.71,0,0,800
"12 Jul 2025","1248pm",13616,290,0,0,0,0,258.93,31.07,0,0,290
"12 Jul 2025","112pm",13617,230,0,0,0,0,205.36,24.64,0,0,230
"12 Jul 2025","140pm",13618,520,0,0,0,0,464.29,55.71,0,0,520
"12 Jul 2025","147pm",13619,660,0,0,0,0,589.29,70.71,0,0,660
"12 Jul 2025","156pm",13620,360,0,0,0,0,321.43,38.57,0,0,360
"12 Jul 2025","200pm",13621,560,0,0,0,0,500,60,0,0,560
"12 Jul 2025","201pm",13622,220,0,0,0,0,196.43,23.57,0,0,220
"12 Jul 2025","209pm",13623,470,0,0,0,0,419.64,50.36,0,0,470
"12 Jul 2025","212pm",13624,370,0,0,21.43,0,223.21,26.79,85.71,0,335.71
"12 Jul 2025","215pm",13625,690,0,0,0,0,616.07,73.93,0,0,690
"12 Jul 2025","218pm",13626,160,0,0,0,0,142.86,17.14,0,0,160
"12 Jul 2025","221pm",13627,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","227pm",13628,250,0,0,0,0,223.21,26.79,0,0,250
"12 Jul 2025","230pm",13629,380,0,0,0,0,339.29,40.71,0,0,380
"12 Jul 2025","249pm",13630,250,0,0,0,0,223.21,26.79,0,0,250
"12 Jul 2025","303pm",13631,410,0,0,0,0,366.07,43.93,0,0,410
"12 Jul 2025","309pm",13632,280,0,0,0,0,250,30,0,0,280
"12 Jul 2025","314pm",13633,180,0,0,0,0,160.71,19.29,0,0,180
"12 Jul 2025","319pm",13634,530,0,0,0,0,473.21,56.79,0,0,530
"12 Jul 2025","328pm",13635,200,0,0,35.71,0,0,0,142.86,0,142.86
"12 Jul 2025","344pm",13636,480,0,0,42.86,0,214.29,25.71,171.43,0,411.43
"12 Jul 2025","345pm",13637,270,0,0,0,0,241.07,28.93,0,0,270
"12 Jul 2025","346pm",13638,270,0,0,0,0,241.07,28.93,0,0,270
"12 Jul 2025","357pm",13639,770,0,0,0,0,687.5,82.5,0,0,770
"12 Jul 2025","406pm",13640,290,0,0,42.86,0,44.64,5.36,171.43,0,221.43
"12 Jul 2025","416pm",13641,480,0,0,0,0,428.57,51.43,0,0,480
"12 Jul 2025","419pm",13642,540,0,0,0,0,482.14,57.86,0,0,540
"12 Jul 2025","421pm",13643,460,0,0,0,0,410.71,49.29,0,0,460
"12 Jul 2025","424pm",13644,200,0,35.71,0,0,0,0,142.86,0,142.86
"12 Jul 2025","426pm",13645,240,0,42.86,0,0,0,0,171.43,0,171.43
"12 Jul 2025","430pm",13646,180,0,0,0,0,160.71,19.29,0,0,180
"12 Jul 2025","432pm",13647,550,0,0,0,0,491.07,58.93,0,0,550
"12 Jul 2025","435pm",13648,480,0,0,42.86,0,214.29,25.71,171.43,0,411.43
"12 Jul 2025","447pm",13649,200,0,0,0,0,178.57,21.43,0,0,200
"12 Jul 2025","458pm",13650,410,0,0,0,0,366.07,43.93,0,0,410
"12 Jul 2025","459pm",13651,220,0,0,0,0,196.43,23.57,0,0,220
"12 Jul 2025","500pm",13652,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","501pm",13653,50,0,0,0,0,44.64,5.36,0,0,50
"12 Jul 2025","504pm",13654,270,0,0,48.21,0,0,0,192.86,0,192.86
"12 Jul 2025","506pm",13655,360,0,0,32.14,0,160.71,19.29,128.57,0,308.57
"12 Jul 2025","517pm",13656,290,0,0,0,0,258.93,31.07,0,0,290
"12 Jul 2025","518pm",13657,50,0,0,0,0,44.64,5.36,0,0,50
"12 Jul 2025","528pm",13658,300,0,0,35.71,0,89.29,10.71,142.86,0,242.86
"12 Jul 2025","531pm",13659,220,0,0,0,0,196.43,23.57,0,0,220
"12 Jul 2025","551pm",13660,660,0,0,0,0,589.29,70.71,0,0,660
"12 Jul 2025","605pm",13661,220,0,0,0,0,196.43,23.57,0,0,220
"12 Jul 2025","608pm",13662,460,0,0,0,0,410.71,49.29,0,0,460
"12 Jul 2025","609pm",13663,490,0,0,0,0,437.5,52.5,0,0,490
"12 Jul 2025","609pm",13664,270,0,0,0,0,241.07,28.93,0,0,270
"12 Jul 2025","609pm",13665,200,0,0,0,0,178.57,21.43,0,0,200
"12 Jul 2025","610pm",13666,510,0,0,0,0,455.36,54.64,0,0,510
"12 Jul 2025","610pm",13667,560,0,0,0,0,500,60,0,0,560
"12 Jul 2025","612pm",13668,760,0,0,0,0,678.57,81.43,0,0,760
"12 Jul 2025","621pm",13669,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","647pm",13670,290,0,0,0,0,258.93,31.07,0,0,290
"12 Jul 2025","649pm",13671,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","653pm",13672,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","700pm",13673,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","709pm",13674,290,0,0,0,0,258.93,31.07,0,0,290
"12 Jul 2025","723pm",13675,230,0,0,0,0,205.36,24.64,0,0,230
"12 Jul 2025","731pm",13676,290,0,0,0,0,258.93,31.07,0,0,290
"12 Jul 2025","757pm",13677,500,0,0,0,0,446.43,53.57,0,0,500
"12 Jul 2025","803pm",13678,360,0,0,0,0,321.43,38.57,0,0,360
"12 Jul 2025","808pm",13679,470,0,0,35.71,0,241.07,28.93,142.86,0,412.86
"12 Jul 2025","812pm",13680,280,0,0,0,0,250,30,0,0,280
"12 Jul 2025","815pm",13681,630,0,0,0,0,562.5,67.5,0,0,630
"12 Jul 2025","831pm",13682,180,0,0,0,0,160.71,19.29,0,0,180
"12 Jul 2025","840pm",13683,240,0,0,42.86,0,0,0,171.43,0,171.43
"12 Jul 2025","849pm",13684,220,0,0,0,0,196.43,23.57,0,0,220
"12 Jul 2025","853pm",13685,240,0,0,42.86,0,0,0,171.43,0,171.43
"12 Jul 2025","858pm",13686,240,0,0,0,0,214.29,25.71,0,0,240
"12 Jul 2025","858pm",13687,250,0,0,0,0,223.21,26.79,0,0,250
"12 Jul 2025","900pm",13688,180,0,0,0,0,160.71,19.29,0,0,180
"12 Jul 2025","925pm",13689,230,0,0,0,0,205.36,24.64,0,0,230
"13 Jul 2025","1036am",13690,120,0,0,0,0,107.14,12.86,0,0,120
"13 Jul 2025","1040am",13691,450,0,0,0,0,401.79,48.21,0,0,450
"13 Jul 2025","1127am",13692,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","1150am",13693,450,0,0,0,0,401.79,48.21,0,0,450
"13 Jul 2025","1153am",13694,680,0,0,0,0,607.14,72.86,0,0,680
"13 Jul 2025","1205pm",13695,250,0,0,0,0,223.21,26.79,0,0,250
"13 Jul 2025","1207pm",13696,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","1229pm",13697,250,0,0,0,0,223.21,26.79,0,0,250
"13 Jul 2025","1233pm",13698,120,0,0,0,0,107.14,12.86,0,0,120
"13 Jul 2025","1236pm",13699,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","1238pm",13700,200,0,0,35.71,0,0,0,142.86,0,142.86
"13 Jul 2025","104pm",13701,480,0,0,0,0,428.57,51.43,0,0,480
"13 Jul 2025","105pm",13702,140,0,0,0,0,125,15,0,0,140
"13 Jul 2025","109pm",13703,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","112pm",13704,540,0,0,0,0,482.14,57.86,0,0,540
"13 Jul 2025","128pm",13705,200,0,0,0,0,178.57,21.43,0,0,200
"13 Jul 2025","135pm",13706,600,0,0,0,0,535.71,64.29,0,0,600
"13 Jul 2025","146pm",13707,340,0,0,0,0,303.57,36.43,0,0,340
"13 Jul 2025","151pm",13708,500,0,0,0,0,446.43,53.57,0,0,500
"13 Jul 2025","153pm",13709,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","158pm",13710,400,0,0,0,0,357.14,42.86,0,0,400
"13 Jul 2025","204pm",13711,380,0,0,0,0,339.29,40.71,0,0,380
"13 Jul 2025","220pm",13712,230,0,0,0,0,205.36,24.64,0,0,230
"13 Jul 2025","221pm",13713,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","222pm",13714,180,0,0,0,0,160.71,19.29,0,0,180
"13 Jul 2025","222pm",13715,200,0,0,0,0,178.57,21.43,0,0,200
"13 Jul 2025","223pm",13716,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","226pm",13717,250,0,0,0,0,223.21,26.79,0,0,250
"13 Jul 2025","227pm",13718,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","228pm",13719,180,0,0,0,0,160.71,19.29,0,0,180
"13 Jul 2025","241pm",13720,880,0,0,41.07,0,580.36,69.64,164.29,0,814.29
"13 Jul 2025","244pm",13721,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","246pm",13722,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","248pm",13723,340,0,0,0,0,303.57,36.43,0,0,340
"13 Jul 2025","300pm",13724,530,0,0,0,0,473.21,56.79,0,0,530
"13 Jul 2025","309pm",13725,1210,0,35.71,0,0,901.79,108.21,142.86,0,1152.86
"13 Jul 2025","311pm",13726,490,0,0,0,0,437.5,52.5,0,0,490
"13 Jul 2025","318pm",13727,530,0,42.86,51.79,0,0,0,378.57,0,378.57
"13 Jul 2025","328pm",13728,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","345pm",13729,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","349pm",13730,690,0,0,0,0,616.07,73.93,0,0,690
"13 Jul 2025","356pm",13731,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","358pm",13732,170,0,0,0,0,151.79,18.21,0,0,170
"13 Jul 2025","413pm",13733,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","421pm",13734,290,0,0,0,0,258.93,31.07,0,0,290
"13 Jul 2025","423pm",13735,420,0,0,0,0,375,45,0,0,420
"13 Jul 2025","427pm",13736,360,0,0,0,0,321.43,38.57,0,0,360
"13 Jul 2025","432pm",13737,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","437pm",13738,660,0,0,117.86,0,0,0,471.43,0,471.43
"13 Jul 2025","439pm",13739,450,0,0,0,0,401.79,48.21,0,0,450
"13 Jul 2025","440pm",13740,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","444pm",13741,220,0,0,39.29,0,0,0,157.14,0,157.14
"13 Jul 2025","445pm",13742,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","450pm",13743,410,0,0,0,0,366.07,43.93,0,0,410
"13 Jul 2025","454pm",13744,200,0,0,0,0,178.57,21.43,0,0,200
"13 Jul 2025","455pm",13745,250,0,0,0,0,223.21,26.79,0,0,250
"13 Jul 2025","512pm",13746,400,0,0,0,0,357.14,42.86,0,0,400
"13 Jul 2025","520pm",13747,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","525pm",13748,440,0,0,0,0,392.86,47.14,0,0,440
"13 Jul 2025","527pm",13749,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","533pm",13750,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","537pm",13751,230,0,41.07,0,0,0,0,164.29,0,164.29
"13 Jul 2025","550pm",13752,510,0,0,0,0,455.36,54.64,0,0,510
"13 Jul 2025","558pm",13753,460,0,0,0,0,410.71,49.29,0,0,460
"13 Jul 2025","601pm",13754,250,0,0,0,0,223.21,26.79,0,0,250
"13 Jul 2025","622pm",13755,230,0,0,0,0,205.36,24.64,0,0,230
"13 Jul 2025","625pm",13756,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","640pm",13757,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","642pm",13758,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","653pm",13759,290,0,0,0,0,258.93,31.07,0,0,290
"13 Jul 2025","655pm",13760,500,0,0,0,0,446.43,53.57,0,0,500
"13 Jul 2025","656pm",13761,220,0,0,0,0,196.43,23.57,0,0,220
"13 Jul 2025","715pm",13762,290,0,51.79,0,0,0,0,207.14,0,207.14
"13 Jul 2025","720pm",13763,500,0,0,0,0,446.43,53.57,0,0,500
"13 Jul 2025","728pm",13764,200,0,0,0,0,178.57,21.43,0,0,200
"13 Jul 2025","736pm",13765,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","737pm",13766,240,0,0,42.86,0,0,0,171.43,0,171.43
"13 Jul 2025","739pm",13767,250,0,0,0,0,223.21,26.79,0,0,250
"13 Jul 2025","755pm",13768,180,0,0,0,0,160.71,19.29,0,0,180
"13 Jul 2025","801pm",13769,300,0,0,0,0,267.86,32.14,0,0,300
"13 Jul 2025","804pm",13770,180,0,0,32.14,0,0,0,128.57,0,128.57
"13 Jul 2025","805pm",13771,200,0,0,0,0,178.57,21.43,0,0,200
"13 Jul 2025","806pm",13772,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","808pm",13773,270,0,0,0,0,241.07,28.93,0,0,270
"13 Jul 2025","809pm",13774,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","814pm",13775,170,17,0,0,0,136.61,16.39,0,0,153
"13 Jul 2025","817pm",13776,230,0,0,0,0,205.36,24.64,0,0,230
"13 Jul 2025","819pm",13777,440,0,0,0,0,392.86,47.14,0,0,440
"13 Jul 2025","820pm",13778,340,0,0,0,0,303.57,36.43,0,0,340
"13 Jul 2025","822pm",13779,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","825pm",13780,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","833pm",13781,200,0,0,0,0,178.57,21.43,0,0,200
"13 Jul 2025","835pm",13782,240,0,0,0,0,214.29,25.71,0,0,240
"13 Jul 2025","841pm",13783,520,0,92.86,0,0,0,0,371.43,0,371.43
"13 Jul 2025","902pm",13784,680,10,0,0,0,598.21,71.79,0,0,670
"13 Jul 2025","903pm",13785,240,0,0,0,0,214.29,25.71,0,0,240
"14 Jul 2025","1014am",13786,220,0,0,0,0,196.43,23.57,0,0,220
"14 Jul 2025","1021am",13787,290,0,0,42.86,0,44.64,5.36,171.43,0,221.43
"14 Jul 2025","1028am",13788,240,0,0,0,0,214.29,25.71,0,0,240
"14 Jul 2025","1042am",13789,250,0,0,0,0,223.21,26.79,0,0,250
"14 Jul 2025","1049am",13790,180,0,0,0,0,160.71,19.29,0,0,180
"14 Jul 2025","1124am",13791,380,0,0,0,0,339.29,40.71,0,0,380
"14 Jul 2025","1156am",13792,230,0,0,0,0,205.36,24.64,0,0,230
"14 Jul 2025","1209pm",13793,240,0,0,0,0,214.29,25.71,0,0,240
"14 Jul 2025","1227pm",13794,400,0,0,0,0,357.14,42.86,0,0,400
"14 Jul 2025","1233pm",13795,250,0,0,0,0,223.21,26.79,0,0,250
