"Date","Time","Receipt Number","Amount","Regular Discount","Senior Citizen Discount","PWD Discount","Service","VATable Sales","VAT","VAT-Exempt Sales","Zero-Rated Sales","Amount Due"
"5 Jul 2025","208pm",13126,200,0,0,35.71,0,0,0,142.86,0,142.86
"5 Jul 2025","217pm",13127,660,0,0,0,0,589.29,70.71,0,0,660
"5 Jul 2025","219pm",13128,610,0,0,0,0,544.64,65.36,0,0,610
"5 Jul 2025","220pm",13129,240,0,0,0,0,214.29,25.71,0,0,240
"5 Jul 2025","224pm",13130,270,0,0,0,0,241.07,28.93,0,0,270
"5 Jul 2025","228pm",13131,640,0,0,48.21,0,330.36,39.64,192.86,0,562.86
"5 Jul 2025","235pm",13132,530,0,0,0,0,473.21,56.79,0,0,530
"5 Jul 2025","240pm",13133,270,0,0,0,0,241.07,28.93,0,0,270
"5 Jul 2025","251pm",13134,840,0,30.36,0,0,598.21,71.79,121.43,0,791.43
"5 Jul 2025","253pm",13135,220,0,39.29,0,0,0,0,157.14,0,157.14
"5 Jul 2025","302pm",13136,240,0,0,0,0,214.29,25.71,0,0,240
"5 Jul 2025","312pm",13137,360,0,0,64.29,0,0,0,257.14,0,257.14
"5 Jul 2025","319pm",13138,250,0,0,0,0,223.21,26.79,0,0,250
"5 Jul 2025","323pm",13139,400,0,0,0,0,357.14,42.86,0,0,400
"5 Jul 2025","337pm",13140,460,0,0,0,0,410.71,49.29,0,0,460
"5 Jul 2025","340pm",13141,680,0,0,0,0,607.14,72.86,0,0,680
"5 Jul 2025","352pm",13142,670,0,0,0,0,598.21,71.79,0,0,670
"5 Jul 2025","354pm",13143,250,0,0,0,0,223.21,26.79,0,0,250
"5 Jul 2025","356pm",13144,270,0,48.21,0,0,0,0,192.86,0,192.86
"5 Jul 2025","358pm",13145,270,0,0,0,0,241.07,28.93,0,0,270
"5 Jul 2025","402pm",13146,220,0,0,0,0,196.43,23.57,0,0,220
"5 Jul 2025","403pm",13147,180,0,0,0,0,160.71,19.29,0,0,180
"5 Jul 2025","420pm",13148,200,0,0,0,0,178.57,21.43,0,0,200
"5 Jul 2025","423pm",13149,200,0,0,35.71,0,0,0,142.86,0,142.86
"5 Jul 2025","429pm",13150,500,0,0,0,0,446.43,53.57,0,0,500
"5 Jul 2025","430pm",13151,240,0,0,0,0,214.29,25.71,0,0,240
"5 Jul 2025","432pm",13152,250,0,0,0,0,223.21,26.79,0,0,250
"5 Jul 2025","438pm",13153,270,0,0,0,0,241.07,28.93,0,0,270
"5 Jul 2025","441pm",13154,240,0,0,42.86,0,0,0,171.43,0,171.43
"5 Jul 2025","447pm",13155,270,0,0,0,0,241.07,28.93,0,0,270
"5 Jul 2025","453pm",13156,240,0,0,0,0,214.29,25.71,0,0,240
"5 Jul 2025","500pm",13157,660,0,0,0,0,589.29,70.71,0,0,660
"5 Jul 2025","514pm",13158,240,0,0,0,0,214.29,25.71,0,0,240
"5 Jul 2025","517pm",13159,240,0,0,42.86,0,0,0,171.43,0,171.43
"5 Jul 2025","537pm",13160,230,230,0,0,0,0,0,0,0,0
"5 Jul 2025","539pm",13161,470,0,0,0,0,419.64,50.36,0,0,470
"5 Jul 2025","550pm",13162,250,0,0,0,0,223.21,26.79,0,0,250
"5 Jul 2025","551pm",13163,520,0,0,0,0,464.29,55.71,0,0,520
"5 Jul 2025","556pm",13164,340,0,0,0,0,303.57,36.43,0,0,340
"5 Jul 2025","601pm",13165,390,0,32.14,0,0,187.5,22.5,128.57,0,338.57
"5 Jul 2025","602pm",13166,240,0,0,0,0,214.29,25.71,0,0,240
"5 Jul 2025","611pm",13167,180,0,0,0,0,160.71,19.29,0,0,180
"5 Jul 2025","615pm",13168,230,0,32.14,0,0,44.64,5.36,128.57,0,178.57
"5 Jul 2025","620pm",13169,220,0,0,0,0,196.43,23.57,0,0,220
"5 Jul 2025","700pm",13170,460,0,0,0,0,410.71,49.29,0,0,460
"5 Jul 2025","712pm",13171,270,0,0,0,0,241.07,28.93,0,0,270
"5 Jul 2025","717pm",13172,220,0,0,0,0,196.43,23.57,0,0,220
"5 Jul 2025","720pm",13173,190,0,0,0,0,169.64,20.36,0,0,190
"5 Jul 2025","721pm",13174,230,0,0,0,0,205.36,24.64,0,0,230
"5 Jul 2025","747pm",13175,400,0,35.71,0,0,178.57,21.43,142.86,0,342.86
"5 Jul 2025","755pm",13176,250,0,0,44.64,0,0,0,178.57,0,178.57
"5 Jul 2025","815pm",13177,510,0,0,0,0,455.36,54.64,0,0,510
"5 Jul 2025","830pm",13178,2220,0,0,0,0,1982.14,237.86,0,0,2220
"5 Jul 2025","833pm",13179,560,0,0,42.86,0,285.71,34.29,171.43,0,491.43
"5 Jul 2025","840pm",13180,500,0,0,44.64,0,223.21,26.79,178.57,0,428.57
"5 Jul 2025","903pm",13181,290,0,0,0,0,258.93,31.07,0,0,290
"6 Jul 2025","1005am",13182,300,0,0,0,0,267.86,32.14,0,0,300
"6 Jul 2025","1040am",13183,350,0,0,0,0,312.5,37.5,0,0,350
"6 Jul 2025","1118am",13184,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","1130am",13185,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","1148am",13186,250,0,0,0,0,223.21,26.79,0,0,250
"6 Jul 2025","1152am",13187,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","1209pm",13188,250,0,0,0,0,223.21,26.79,0,0,250
"6 Jul 2025","1210pm",13189,480,0,0,0,0,428.57,51.43,0,0,480
"6 Jul 2025","1226pm",13190,1230,0,0,0,0,1098.21,131.79,0,0,1230
"6 Jul 2025","1229pm",13191,730,0,0,0,0,651.79,78.21,0,0,730
"6 Jul 2025","1237pm",13192,400,0,0,0,0,357.14,42.86,0,0,400
"6 Jul 2025","1246pm",13193,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","103pm",13194,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","112pm",13195,290,0,0,0,0,258.93,31.07,0,0,290
"6 Jul 2025","117pm",13196,410,0,0,0,0,366.07,43.93,0,0,410
"6 Jul 2025","128pm",13197,220,0,39.29,0,0,0,0,157.14,0,157.14
"6 Jul 2025","130pm",13198,250,0,0,0,0,223.21,26.79,0,0,250
"6 Jul 2025","147pm",13199,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","151pm",13200,0,0,0,0,0,0,0,0,0,0
"6 Jul 2025","152pm",13201,480,0,0,0,0,428.57,51.43,0,0,480
"6 Jul 2025","154pm",13202,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","155pm",13203,250,0,0,0,0,223.21,26.79,0,0,250
"6 Jul 2025","201pm",13204,340,0,0,0,0,303.57,36.43,0,0,340
"6 Jul 2025","216pm",13205,500,0,0,0,0,446.43,53.57,0,0,500
"6 Jul 2025","217pm",13206,270,0,0,0,0,241.07,28.93,0,0,270
"6 Jul 2025","221pm",13207,770,0,0,0,0,687.5,82.5,0,0,770
"6 Jul 2025","227pm",13208,290,0,0,0,0,258.93,31.07,0,0,290
"6 Jul 2025","231pm",13209,290,0,0,42.86,0,44.64,5.36,171.43,0,221.43
"6 Jul 2025","232pm",13210,180,0,0,0,0,160.71,19.29,0,0,180
"6 Jul 2025","240pm",13211,360,0,0,0,0,321.43,38.57,0,0,360
"6 Jul 2025","242pm",13212,540,0,0,0,0,482.14,57.86,0,0,540
"6 Jul 2025","245pm",13213,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","249pm",13214,650,0,0,0,0,580.36,69.64,0,0,650
"6 Jul 2025","253pm",13215,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","306pm",13216,270,0,0,0,0,241.07,28.93,0,0,270
"6 Jul 2025","313pm",13217,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","316pm",13218,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","319pm",13219,290,0,0,0,0,258.93,31.07,0,0,290
"6 Jul 2025","325pm",13220,290,0,0,0,0,258.93,31.07,0,0,290
"6 Jul 2025","333pm",13221,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","335pm",13222,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","339pm",13223,380,0,0,0,0,339.29,40.71,0,0,380
"6 Jul 2025","347pm",13224,500,0,0,0,0,446.43,53.57,0,0,500
"6 Jul 2025","350pm",13225,510,0,0,0,0,455.36,54.64,0,0,510
"6 Jul 2025","352pm",13226,250,0,0,0,0,223.21,26.79,0,0,250
"6 Jul 2025","355pm",13227,550,0,0,0,0,491.07,58.93,0,0,550
"6 Jul 2025","402pm",13228,460,0,0,0,0,410.71,49.29,0,0,460
"6 Jul 2025","406pm",13229,480,0,0,0,0,428.57,51.43,0,0,480
"6 Jul 2025","410pm",13230,500,0,0,0,0,446.43,53.57,0,0,500
"6 Jul 2025","414pm",13231,440,0,0,42.86,0,178.57,21.43,171.43,0,371.43
"6 Jul 2025","419pm",13232,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","419pm",13233,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","421pm",13234,280,0,0,0,0,250,30,0,0,280
"6 Jul 2025","423pm",13235,160,0,0,0,0,142.86,17.14,0,0,160
"6 Jul 2025","425pm",13236,520,0,0,0,0,464.29,55.71,0,0,520
"6 Jul 2025","432pm",13237,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","434pm",13238,250,0,0,0,0,223.21,26.79,0,0,250
"6 Jul 2025","445pm",13239,270,0,0,0,0,241.07,28.93,0,0,270
"6 Jul 2025","452pm",13240,510,0,0,0,0,455.36,54.64,0,0,510
"6 Jul 2025","503pm",13241,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","506pm",13242,500,0,0,0,0,446.43,53.57,0,0,500
"6 Jul 2025","508pm",13243,180,0,0,0,0,160.71,19.29,0,0,180
"6 Jul 2025","511pm",13244,160,0,0,0,0,142.86,17.14,0,0,160
"6 Jul 2025","513pm",13245,300,0,0,0,0,267.86,32.14,0,0,300
"6 Jul 2025","515pm",13246,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","519pm",13247,180,0,32.14,0,0,0,0,128.57,0,128.57
"6 Jul 2025","520pm",13248,290,0,0,51.79,0,0,0,207.14,0,207.14
"6 Jul 2025","531pm",13249,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","536pm",13250,270,0,0,0,0,241.07,28.93,0,0,270
"6 Jul 2025","541pm",13251,270,0,0,0,0,241.07,28.93,0,0,270
"6 Jul 2025","552pm",13252,300,0,0,35.71,0,89.29,10.71,142.86,0,242.86
"6 Jul 2025","557pm",13253,290,0,0,0,0,258.93,31.07,0,0,290
"6 Jul 2025","613pm",13254,200,0,0,0,0,178.57,21.43,0,0,200
"6 Jul 2025","633pm",13255,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","635pm",13256,470,0,0,0,0,419.64,50.36,0,0,470
"6 Jul 2025","641pm",13257,300,0,0,0,0,267.86,32.14,0,0,300
"6 Jul 2025","645pm",13258,570,0,0,44.64,0,285.71,34.29,178.57,0,498.57
"6 Jul 2025","707pm",13259,3420,0,0,0,0,3053.57,366.43,0,0,3420
"6 Jul 2025","715pm",13260,230,0,0,0,0,205.36,24.64,0,0,230
"6 Jul 2025","723pm",13261,390,0,69.64,0,0,0,0,278.58,0,278.58
"6 Jul 2025","730pm",13262,530,0,0,0,0,473.21,56.79,0,0,530
"6 Jul 2025","736pm",13263,270,0,0,0,0,241.07,28.93,0,0,270
"6 Jul 2025","739pm",13264,510,0,0,42.86,0,241.07,28.93,171.43,0,441.43
"6 Jul 2025","747pm",13265,220,0,0,0,0,196.43,23.57,0,0,220
"6 Jul 2025","758pm",13266,240,0,0,0,0,214.29,25.71,0,0,240
"6 Jul 2025","800pm",13267,340,0,0,0,0,303.57,36.43,0,0,340
"6 Jul 2025","802pm",13268,230,0,0,0,0,205.36,24.64,0,0,230
"6 Jul 2025","846pm",13269,0,0,0,0,0,0,0,0,0,0
"6 Jul 2025","850pm",13270,340,0,0,0,0,303.57,36.43,0,0,340
"6 Jul 2025","931pm",13271,300,0,0,0,0,267.86,32.14,0,0,300
"6 Jul 2025","1008pm",13272,240,0,42.86,0,0,0,0,171.43,0,171.43
"7 Jul 2025","1024am",13273,220,0,0,0,0,196.43,23.57,0,0,220
"7 Jul 2025","1050am",13274,260,0,0,0,0,232.14,27.86,0,0,260
"7 Jul 2025","1112am",13275,230,0,0,0,0,205.36,24.64,0,0,230
"7 Jul 2025","1117am",13276,0,0,0,0,0,0,0,0,0,0
"7 Jul 2025","1147am",13277,220,0,0,0,0,196.43,23.57,0,0,220
"7 Jul 2025","1159am",13278,730,0,51.79,48.21,0,151.79,18.21,400,0,570
"7 Jul 2025","1222pm",13279,540,0,0,0,0,482.14,57.86,0,0,540
"7 Jul 2025","1241pm",13280,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","1243pm",13281,240,0,0,42.86,0,0,0,171.43,0,171.43
"7 Jul 2025","1246pm",13282,580,0,0,0,0,517.86,62.14,0,0,580
"7 Jul 2025","1248pm",13283,50,0,0,0,0,44.64,5.36,0,0,50
"7 Jul 2025","1251pm",13284,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","1253pm",13285,240,0,0,0,0,214.29,25.71,0,0,240
"7 Jul 2025","1257pm",13286,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","1258pm",13287,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","100pm",13288,250,0,0,35.71,0,44.64,5.36,142.86,0,192.86
"7 Jul 2025","101pm",13289,220,0,0,0,0,196.43,23.57,0,0,220
"7 Jul 2025","103pm",13290,240,24,0,0,0,192.86,23.14,0,0,216
"7 Jul 2025","108pm",13291,250,0,0,0,0,223.21,26.79,0,0,250
"7 Jul 2025","112pm",13292,290,0,0,51.79,0,0,0,207.14,0,207.14
"7 Jul 2025","114pm",13293,530,0,0,0,0,473.21,56.79,0,0,530
"7 Jul 2025","117pm",13294,210,0,0,0,0,187.5,22.5,0,0,210
"7 Jul 2025","119pm",13295,0,0,0,0,0,0,0,0,0,0
"7 Jul 2025","122pm",13296,280,0,0,0,0,250,30,0,0,280
"7 Jul 2025","124pm",13297,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","128pm",13298,430,0,0,0,0,383.93,46.07,0,0,430
"7 Jul 2025","137pm",13299,240,0,0,42.86,0,0,0,171.43,0,171.43
"7 Jul 2025","142pm",13300,2580,0,0,0,0,2303.57,276.43,0,0,2580
"7 Jul 2025","144pm",13301,400,0,0,0,0,357.14,42.86,0,0,400
"7 Jul 2025","148pm",13302,240,0,0,0,0,214.29,25.71,0,0,240
"7 Jul 2025","153pm",13303,240,0,0,0,0,214.29,25.71,0,0,240
"7 Jul 2025","200pm",13304,490,0,0,44.64,0,214.29,25.71,178.57,0,418.57
"7 Jul 2025","203pm",13305,230,0,0,0,0,205.36,24.64,0,0,230
"7 Jul 2025","206pm",13306,160,0,0,0,0,142.86,17.14,0,0,160
"7 Jul 2025","219pm",13307,290,0,0,0,0,258.93,31.07,0,0,290
"7 Jul 2025","222pm",13308,0,0,0,0,0,0,0,0,0,0
"7 Jul 2025","223pm",13309,270,0,48.21,0,0,0,0,192.86,0,192.86
"7 Jul 2025","228pm",13310,240,0,0,0,0,214.29,25.71,0,0,240
"7 Jul 2025","230pm",13311,220,0,0,0,0,196.43,23.57,0,0,220
"7 Jul 2025","235pm",13312,200,0,0,0,0,178.57,21.43,0,0,200
"7 Jul 2025","245pm",13313,250,0,0,0,0,223.21,26.79,0,0,250
"7 Jul 2025","253pm",13314,290,0,0,51.79,0,0,0,207.14,0,207.14
"7 Jul 2025","256pm",13315,290,0,0,51.79,0,0,0,207.14,0,207.14
"7 Jul 2025","302pm",13316,290,0,0,0,0,258.93,31.07,0,0,290
"7 Jul 2025","341pm",13317,200,0,0,0,0,178.57,21.43,0,0,200
"7 Jul 2025","342pm",13318,270,0,0,0,0,241.07,28.93,0,0,270
"7 Jul 2025","354pm",13319,410,0,0,0,0,366.07,43.93,0,0,410
"7 Jul 2025","415pm",13320,300,0,0,0,0,267.86,32.14,0,0,300
"7 Jul 2025","426pm",13321,570,0,0,0,0,508.93,61.07,0,0,570
"7 Jul 2025","429pm",13322,200,0,0,0,0,178.57,21.43,0,0,200
"7 Jul 2025","451pm",13323,240,0,0,42.86,0,0,0,171.43,0,171.43
"7 Jul 2025","501pm",13324,710,0,0,0,0,633.93,76.07,0,0,710
"7 Jul 2025","506pm",13325,250,0,0,0,0,223.21,26.79,0,0,250
"7 Jul 2025","550pm",13326,270,0,0,0,0,241.07,28.93,0,0,270
"7 Jul 2025","552pm",13327,250,0,0,0,0,223.21,26.79,0,0,250
"7 Jul 2025","606pm",13328,230,0,0,0,0,205.36,24.64,0,0,230
"7 Jul 2025","609pm",13329,200,0,0,35.71,0,0,0,142.86,0,142.86
"7 Jul 2025","617pm",13330,430,0,0,0,0,383.93,46.07,0,0,430
"7 Jul 2025","630pm",13331,510,0,0,0,0,455.36,54.64,0,0,510
"7 Jul 2025","633pm",13332,270,0,0,0,0,241.07,28.93,0,0,270
"7 Jul 2025","636pm",13333,490,0,0,0,0,437.5,52.5,0,0,490
"7 Jul 2025","657pm",13334,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","720pm",13335,530,0,0,0,0,473.21,56.79,0,0,530
"7 Jul 2025","801pm",13336,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","802pm",13337,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","825pm",13338,180,0,0,0,0,160.71,19.29,0,0,180
"7 Jul 2025","828pm",13339,200,0,0,0,0,178.57,21.43,0,0,200
"7 Jul 2025","848pm",13340,380,0,0,0,0,339.29,40.71,0,0,380
"7 Jul 2025","849pm",13341,200,0,0,0,0,178.57,21.43,0,0,200
"7 Jul 2025","911pm",13342,140,0,0,0,0,125,15,0,0,140
"7 Jul 2025","917pm",13343,460,0,0,0,0,410.71,49.29,0,0,460
"8 Jul 2025","1041am",13344,200,0,0,0,0,178.57,21.43,0,0,200
"8 Jul 2025","1111am",13345,320,0,0,0,0,285.71,34.29,0,0,320
"8 Jul 2025","1116am",13346,0,0,0,0,0,0,0,0,0,0
"8 Jul 2025","1118am",13347,200,0,0,0,0,178.57,21.43,0,0,200
"8 Jul 2025","1121am",13348,240,0,0,42.86,0,0,0,171.43,0,171.43
"8 Jul 2025","1126am",13349,290,0,0,0,0,258.93,31.07,0,0,290
"8 Jul 2025","1129am",13350,420,0,0,0,0,375,45,0,0,420
"8 Jul 2025","1143am",13351,200,0,0,35.71,0,0,0,142.86,0,142.86
"8 Jul 2025","1153am",13352,140,0,0,0,0,125,15,0,0,140
"8 Jul 2025","1156am",13353,200,0,0,0,0,178.57,21.43,0,0,200
"8 Jul 2025","1202pm",13354,240,0,0,0,0,214.29,25.71,0,0,240
"8 Jul 2025","1210pm",13355,230,0,0,0,0,205.36,24.64,0,0,230
"8 Jul 2025","1212pm",13356,260,0,0,0,0,232.14,27.86,0,0,260
"8 Jul 2025","1217pm",13357,220,0,0,39.29,0,0,0,157.14,0,157.14
"8 Jul 2025","1220pm",13358,200,0,0,0,0,178.57,21.43,0,0,200
"8 Jul 2025","1229pm",13359,490,0,0,0,0,437.5,52.5,0,0,490
"8 Jul 2025","1240pm",13360,250,0,0,0,0,223.21,26.79,0,0,250
"8 Jul 2025","1243pm",13361,810,0,0,0,0,723.21,86.79,0,0,810
"8 Jul 2025","1258pm",13362,240,0,0,0,0,214.29,25.71,0,0,240
"8 Jul 2025","100pm",13363,240,0,0,0,0,214.29,25.71,0,0,240
"8 Jul 2025","114pm",13364,510,0,0,0,0,455.36,54.64,0,0,510
"8 Jul 2025","121pm",13365,230,0,0,0,0,205.36,24.64,0,0,230
"8 Jul 2025","123pm",13366,340,0,0,0,0,303.57,36.43,0,0,340
"8 Jul 2025","125pm",13367,170,0,0,0,0,151.79,18.21,0,0,170
"8 Jul 2025","128pm",13368,170,0,0,0,0,151.79,18.21,0,0,170
"8 Jul 2025","141pm",13369,240,0,0,0,0,214.29,25.71,0,0,240
"8 Jul 2025","159pm",13370,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","205pm",13371,170,0,0,0,0,151.79,18.21,0,0,170
"8 Jul 2025","209pm",13372,270,0,48.21,0,0,0,0,192.86,0,192.86
"8 Jul 2025","213pm",13373,220,0,0,39.29,0,0,0,157.14,0,157.14
"8 Jul 2025","214pm",13374,240,0,0,42.86,0,0,0,171.43,0,171.43
"8 Jul 2025","250pm",13375,270,0,0,39.29,0,44.64,5.36,157.14,0,207.14
"8 Jul 2025","256pm",13376,410,0,0,0,0,366.07,43.93,0,0,410
"8 Jul 2025","258pm",13377,250,0,0,0,0,223.21,26.79,0,0,250
"8 Jul 2025","259pm",13378,320,0,0,0,0,285.71,34.29,0,0,320
"8 Jul 2025","302pm",13379,220,0,0,39.29,0,0,0,157.14,0,157.14
"8 Jul 2025","309pm",13380,530,0,0,0,0,473.21,56.79,0,0,530
"8 Jul 2025","319pm",13381,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","323pm",13382,220,0,0,0,0,196.43,23.57,0,0,220
"8 Jul 2025","336pm",13383,170,0,0,0,0,151.79,18.21,0,0,170
"8 Jul 2025","337pm",13384,180,0,0,32.14,0,0,0,128.57,0,128.57
"8 Jul 2025","354pm",13385,3290,0,0,0,0,2937.5,352.5,0,0,3290
"8 Jul 2025","355pm",13386,700,0,0,0,0,625,75,0,0,700
"8 Jul 2025","356pm",13387,270,0,0,0,0,241.07,28.93,0,0,270
"8 Jul 2025","358pm",13388,840,0,0,0,0,750,90,0,0,840
"8 Jul 2025","359pm",13389,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","410pm",13390,640,0,0,0,0,571.43,68.57,0,0,640
"8 Jul 2025","424pm",13391,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","432pm",13392,250,0,0,0,0,223.21,26.79,0,0,250
"8 Jul 2025","435pm",13393,900,0,25,0,0,678.57,81.43,100,0,860
"8 Jul 2025","436pm",13394,250,0,0,35.71,0,44.64,5.36,142.86,0,192.86
"8 Jul 2025","450pm",13395,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","453pm",13396,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","456pm",13397,270,0,0,0,0,241.07,28.93,0,0,270
"8 Jul 2025","458pm",13398,380,0,0,0,0,339.29,40.71,0,0,380
"8 Jul 2025","500pm",13399,540,0,0,0,0,482.14,57.86,0,0,540
"8 Jul 2025","506pm",13400,480,0,0,0,0,428.57,51.43,0,0,480
"8 Jul 2025","507pm",13401,270,0,0,0,0,241.07,28.93,0,0,270
"8 Jul 2025","521pm",13402,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","525pm",13403,400,0,0,39.29,0,160.71,19.29,157.14,0,337.14
"8 Jul 2025","541pm",13404,960,0,0,0,0,857.14,102.86,0,0,960
"8 Jul 2025","604pm",13405,0,0,0,0,0,0,0,0,0,0
"8 Jul 2025","621pm",13406,280,0,0,0,0,250,30,0,0,280
"8 Jul 2025","625pm",13407,320,0,0,0,0,285.71,34.29,0,0,320
"8 Jul 2025","632pm",13408,460,0,0,0,0,410.71,49.29,0,0,460
"8 Jul 2025","637pm",13409,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","641pm",13410,530,0,0,0,0,473.21,56.79,0,0,530
"8 Jul 2025","650pm",13411,230,0,0,0,0,205.36,24.64,0,0,230
"8 Jul 2025","709pm",13412,1240,0,0,0,0,1107.14,132.86,0,0,1240
"8 Jul 2025","715pm",13413,320,0,0,0,0,285.71,34.29,0,0,320
"8 Jul 2025","736pm",13414,200,0,0,0,0,178.57,21.43,0,0,200
"8 Jul 2025","737pm",13415,230,0,0,32.14,0,44.64,5.36,128.57,0,178.57
"8 Jul 2025","743pm",13416,240,0,0,0,0,214.29,25.71,0,0,240
"8 Jul 2025","744pm",13417,250,0,0,0,0,223.21,26.79,0,0,250
"8 Jul 2025","749pm",13418,180,0,0,0,0,160.71,19.29,0,0,180
"8 Jul 2025","755pm",13419,250,0,0,0,0,223.21,26.79,0,0,250
"8 Jul 2025","810pm",13420,220,0,0,0,0,196.43,23.57,0,0,220
"8 Jul 2025","843pm",13421,240,0,0,0,0,214.29,25.71,0,0,240
"9 Jul 2025","1209pm",13422,250,0,0,0,0,223.21,26.79,0,0,250
"9 Jul 2025","1221pm",13423,180,0,0,0,0,160.71,19.29,0,0,180
"9 Jul 2025","1231pm",13424,240,0,0,42.86,0,0,0,171.43,0,171.43
"9 Jul 2025","1235pm",13425,230,0,0,0,0,205.36,24.64,0,0,230
"9 Jul 2025","104pm",13426,180,0,0,0,0,160.71,19.29,0,0,180
"9 Jul 2025","112pm",13427,480,0,0,0,0,428.57,51.43,0,0,480
"9 Jul 2025","124pm",13428,230,0,0,0,0,205.36,24.64,0,0,230
"9 Jul 2025","144pm",13429,1260,0,0,0,0,1125,135,0,0,1260
"9 Jul 2025","159pm",13430,280,0,0,32.14,0,89.29,10.71,128.57,0,228.57
"9 Jul 2025","201pm",13431,240,0,0,42.86,0,0,0,171.43,0,171.43
"9 Jul 2025","210pm",13432,200,0,0,0,0,178.57,21.43,0,0,200
"9 Jul 2025","239pm",13433,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","247pm",13434,240,0,42.86,0,0,0,0,171.43,0,171.43
"9 Jul 2025","255pm",13435,670,0,0,0,0,598.21,71.79,0,0,670
"9 Jul 2025","259pm",13436,230,0,0,0,0,205.36,24.64,0,0,230
"9 Jul 2025","323pm",13437,360,0,0,0,0,321.43,38.57,0,0,360
"9 Jul 2025","324pm",13438,270,0,0,48.21,0,0,0,192.86,0,192.86
"9 Jul 2025","344pm",13439,360,0,0,0,0,321.43,38.57,0,0,360
"9 Jul 2025","408pm",13440,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","422pm",13441,1380,0,0,0,0,1232.14,147.86,0,0,1380
"9 Jul 2025","435pm",13442,240,0,0,0,0,214.29,25.71,0,0,240
"9 Jul 2025","444pm",13443,580,0,0,0,0,517.86,62.14,0,0,580
"9 Jul 2025","531pm",13444,180,0,0,0,0,160.71,19.29,0,0,180
"9 Jul 2025","532pm",13445,200,0,0,0,0,178.57,21.43,0,0,200
"9 Jul 2025","606pm",13446,440,0,0,0,0,392.86,47.14,0,0,440
"9 Jul 2025","628pm",13447,240,0,0,0,0,214.29,25.71,0,0,240
"9 Jul 2025","629pm",13448,240,0,0,0,0,214.29,25.71,0,0,240
"9 Jul 2025","630pm",13449,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","632pm",13450,270,0,0,0,0,241.07,28.93,0,0,270
"9 Jul 2025","639pm",13451,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","654pm",13452,690,0,0,0,0,616.07,73.93,0,0,690
"9 Jul 2025","659pm",13453,360,0,0,0,0,321.43,38.57,0,0,360
"9 Jul 2025","701pm",13454,200,0,0,0,0,178.57,21.43,0,0,200
"9 Jul 2025","701pm",13455,50,0,0,0,0,44.64,5.36,0,0,50
"9 Jul 2025","704pm",13456,460,0,0,0,0,410.71,49.29,0,0,460
"9 Jul 2025","708pm",13457,270,0,0,0,0,241.07,28.93,0,0,270
"9 Jul 2025","711pm",13458,320,0,0,0,0,285.71,34.29,0,0,320
"9 Jul 2025","722pm",13459,220,0,0,0,0,196.43,23.57,0,0,220
"9 Jul 2025","727pm",13460,180,0,0,0,0,160.71,19.29,0,0,180
