Date,Item,Supplier,Amount,Paid Via,Category,Purchasee,Full Amount,TIN,Invoice No.,Address
"July 11, 2025","Ice","Ivoryway",225.00,Cash,Supplies,Store,,,,
"July 11, 2025","Coconut Water","Fruitas",170.00,Cash,Supplies,Store,,,,
"July 11, 2025","Gloves","Watsons",203.00,Cash,Supplies,Store,,,,
"July 11, 2025","12pcs egg","Food Alley",180.00,Cash,Supplies,Store,,,,
"July 9, 2025","Dairy 60L, White sugar 5kg","M.D.R Consumer Goods Trading",4900.00,Non-Cash,Supplies,Store,,,,
"July 9, 2025","Ice","Ivoryway",157.50,Cash,Supplies,Store,,,,
"July 9, 2025","Rider Tip","Grab",60.00,Cash,Delivery,Store,,,,
"July 8, 2025","Whipped cream, dairy milk, bunge","Arlene's Dairyhouse",3468.00,Non-Cash,Supplies,Store,,,,
"July 8, 2025","Mascarpone","Arlene's Dairyhouse",1710.00,Non-Cash,Supplies,Store,,,,
"July 8, 2025","Customer tissue, ladyfingers","Southeast Asia Retail Inc",1398.70,Non-Cash,Supplies,Store,,,,
"July 8, 2025","Ice","Ivoryway",135.00,Cash,Supplies,Store,,,,
"July 8, 2025","Egg","Food Alley",180.00,Cash,Supplies,Store,,,,
"July 7, 2025","Correction Tape","National Bookstore",65.00,Cash,Supplies,Store,,,,
"July 7, 2025","Coconut water","Fruitas",160.00,Cash,Supplies,Store,,,,
"July 7, 2025","White Sugar, Condensed milk, Whipped Cream, Everwhip","SM",1629.50,Cash,Supplies,Store,,,,
"July 7, 2025","16oz Cups, Strawless lids","Irish Luck Inc",4536.00,Non-Cash,Supplies,Store,,,,
"July 7, 2025","Cookies","Lalamove",120.00,Cash,Delivery,Store,,,,
"July 7, 2025","Ice","Ivoryway",135.00,Cash,Supplies,Store,,,,
"July 6, 2025","Delivery","S&R",1843.00,Non-Cash,Supplies,Store,,,,
"July 6, 2025","Ice","R&BTube Ice",135.00,Cash,Supplies,Store,,,,
"July 5, 2025","ADH Tape","National Bookstore",84.00,Cash,Supplies,Store,,,,
"July 5, 2025","Ice","Unknown",337.50,Cash,Supplies,Store,,,,
"July 4, 2025","Oatmilk 60L","Allegro Beverage Corporation",6600.00,Non-Cash,Supplies,Store,,,,
"July 4, 2025","Thermal Paper","Storm of Blessing Marketing",900.00,Non-Cash,Supplies,Store,,,,
"July 4, 2025","Customer Tissue","Boduo Raw Milktea Hub",414.40,Non-Cash,Supplies,Store,,,,
"July 4, 2025","Tube ice","Unknown",157.50,Cash,Supplies,Store,,,,
"July 4, 2025","Whipping Cream, Mascarpone","Arlene's Dairyhouse",4418.00,Non-Cash,Supplies,Store,,,,
"July 4, 2025","Dairy milk 48L, Whipping Cream 4L","Willard's Enterprises",6487.04,Non-Cash,Supplies,Store,,,,
"July 3, 2025","Dishwashing soap","Unknown",173.00,Cash,Supplies,Store,,,,
"July 3, 2025","Grocery","Supermarket",612.00,Cash,Supplies,Store,,,,
"July 3, 2025","Coconut Water 1000ml","Fruitas",160.00,Cash,Supplies,Store,,,,
"July 2, 2025","12oz Lids & Cups, Dome lids","Golden Palco Trading",5165.44,Non-Cash,Supplies,Store,,,,
"July 2, 2025","Ice","Ivoryway",202.00,Cash,Supplies,Store,,,,
"July 1, 2025","Kamote 2kg","Unknown",200.00,Cash,Supplies,Store,,,,
"July 1, 2025","Warabi Mochi","Lalamove",137.00,Cash,Delivery,Store,,,,
"July 1, 2025","Cones","Lalamove",190.00,Cash,Delivery,Store,,,,
"July 1, 2025","FIC x15 packs","Coneland",480.00,Non-Cash,Supplies,Store,,,,
"July 1, 2025","Ice","R&BTube Ice",112.00,Cash,Supplies,Store,,,,
"July 1, 2025","Ice Cream Cups 220pcs","Irish Luck Inc",1316.00,Non-Cash,Supplies,Store,,,,
"June 30, 2025","Whisk and Scoop","Lalamove",84.00,Cash,Delivery,Store,,,,
"June 30, 2025","Cookies","Lalamove",251.00,Cash,Delivery,Store,,,,
"June 30, 2025","Salted Caramel Syrup, White Choco Syrup, Dairy milk","M.D.R Consumer Goods Trading",5620.00,Non-Cash,Supplies,Store,,,,
"June 30, 2025","Chopsticks 100pcs, Mini Spoon 300pcs","Haig and Lee Import Export Corp.",548.00,Non-Cash,Supplies,Store,,,,
"June 30, 2025","Ice","Ivoryway",180.00,Cash,Supplies,Store,,,,
"June 30, 2025","Eggs Medium 12s","SM",117.00,Cash,Supplies,Store,,,,
"June 29, 2025","Grocery","Supermarket",844.00,Cash,Supplies,Store,,,,
"June 29, 2025","Ice","Ivoryway",135.00,Cash,Supplies,Store,,,,
"June 28, 2025","Dairy 12L","Amazing Appetite Food Corp.",985.60,Non-Cash,Supplies,Store,,,,
"June 28, 2025","Ice packs","R&BTube Ice",135.00,Cash,Supplies,Store,,,,
"June 27, 2025","Delivery","Grab Mart",3179.00,Non-Cash,Supplies,Store,,,,
"June 27, 2025","Ice bags","R&BTube Ice",158.00,Cash,Supplies,Store,,,,
"June 27, 2025","Coconut Water 500ml x2","Fruitas",170.00,Cash,Supplies,Store,,,,
"June 27, 2025","Grocery","Supermarket",84.00,Cash,Supplies,Store,,,,
"June 27, 2025","Egg 12pieces","Unknown",180.00,Cash,Supplies,Store,,,,
"June 27, 2025","Plain tissue (customer tissue) 10 packs","Unknown",414.40,Non-Cash,Supplies,Store,,,,
"June 26, 2025","Cookies","Kukido",1470.00,Non-Cash,Supplies,Store,,,,
"June 26, 2025","Delivery","Lalamove",180.00,Cash,Supplies,Store,,,,
"June 26, 2025","Coconut Water 500ml","Fruitas",85.00,Cash,Supplies,Store,,,,
"June 25, 2025","Ice","Ivoryway",157.50,Cash,Supplies,Store,,,,
